#,xzqmc,date,sfyd_zs,sfyd_mj,gkczyd_zs,gkczyd_mj,zzyd_zs,zzyd_mj,ggglyggfwyd_zs,ggglyggfwyd_mj,tsyd_zs,tsyd_mj,jtysyd_zs,jtysyd_mj,syjslssyd_zs,syjslssyd_mj,qttd_zs,qttd_mj
153,贵州省,2015-08-01,120,306.6936,60,192.9744,309,184.3960,46,63.1185,1,0.1854,17,183.2321,1,6.5838,31,120.7560
154,贵州省,2015-09-01,159,279.8644,65,322.6267,239,366.7358,84,695.3703,3,7.1445,11,63.2023,0,0.0000,119,654.1761
155,贵州省,2015-10-01,76,186.9593,48,198.7977,280,531.7134,134,581.8548,2,6.8606,19,313.8258,5,19.7234,79,375.7090
156,贵州省,2015-11-01,107,157.4582,94,231.0906,295,593.3323,142,629.6735,3,14.5444,5,71.5201,0,0.0000,55,310.8636
157,贵州省,2015-12-01,83,174.2217,119,551.4569,337,390.5086,232,943.4342,3,6.9791,31,110.6358,5,24.3622,80,440.3555
158,贵州省,2016-01-01,76,189.2700,45,120.8300,196,339.2000,45,136.8300,2,35.4100,4,19.6600,0,0.0000,5,31.5700
159,贵州省,2016-02-01,82,160.9700,37,111.0200,168,169.2700,30,70.2000,2,16.9500,5,4.4700,1,0.3300,0,0.0000
160,贵州省,2016-03-01,59,80.9200,40,173.0500,253,198.3600,30,46.3500,1,6.6100,2,10.0700,3,4.2400,8,31.1800
161,贵州省,2016-04-01,36,87.9400,49,197.7700,223,264.1900,48,107.4300,2,10.1000,4,49.1600,4,326.5200,81,219.1900
162,贵州省,2016-05-01,115,174.8100,94,337.2700,170,340.2600,50,239.2900,1,1.5500,10,53.0100,0,0.0000,10,235.4600
163,贵州省,2016-06-01,101,365.1300,93,282.4800,133,256.8400,44,93.8800,1,2.5400,10,81.9100,2,52.3300,0,0.0000
164,贵州省,2016-07-01,44,51.5700,62,187.8500,191,263.9000,166,488.1500,0,0.0000,12,580.7100,2,79.7300,1,5.0800
165,贵州省,2016-08-01,74,201.8200,65,179.4500,153,209.4800,47,161.8600,0,0.0000,1,0.4900,2,0.9600,0,0.0000
166,贵州省,2016-09-01,61,108.0200,34,192.2600,87,149.5100,51,128.9800,1,2.2600,15,330.6300,1,1.8200,1,6.3900
167,贵州省,2016-10-01,104,215.1500,59,247.3600,264,345.9300,55,118.9600,2,1.0300,21,107.3400,8,21.7200,42,274.1100
168,贵州省,2016-11-01,155,349.8300,140,539.1300,494,734.6300,213,778.9800,3,7.3600,77,867.0100,2,11.8400,23,210.5800
169,贵州省,2016-12-01,104,216.8700,140,613.3800,321,432.6700,388,1662.6900,7,51.4200,77,1554.4600,5,70.3800,146,760.3700
170,海南省,2015-01-01,3,15.2995,7,17.4838,27,26.8379,8,4.1019,0,0.0000,0,0.0000,0,0.0000,0,0.0000
171,海南省,2015-02-01,7,17.5902,2,1.2943,15,46.6137,2,24.2973,0,0.0000,0,0.0000,0,0.0000,0,0.0000
172,海南省,2015-03-01,5,9.3411,3,3.6533,10,22.3855,5,4.3138,0,0.0000,8,356.9280,0,0.0000,0,0.0000
173,海南省,2015-04-01,5,12.5952,2,12.1421,21,30.3381,7,2.8915,1,1.3976,35,165.4582,0,0.0000,0,0.0000
174,海南省,2015-05-01,13,50.1338,10,37.7576,22,53.9591,7,20.9986,0,0.0000,9,133.8689,0,0.0000,0,0.0000
175,海南省,2015-06-01,9,36.0779,2,15.3036,10,33.2975,13,63.4525,0,0.0000,1,1.6065,0,0.0000,0,0.0000
176,海南省,2015-07-01,12,10.0027,0,0.0000,6,11.4587,6,2.0146,4,54.9393,2,29.6840,0,0.0000,0,0.0000
177,海南省,2015-08-01,25,87.7686,6,38.7693,21,85.8084,22,61.7474,0,0.0000,2,18.5661,0,0.0000,0,0.0000
178,海南省,2015-09-01,22,118.0871,2,11.8237,43,90.7433,15,31.7879,0,0.0000,4,30.3775,0,0.0000,0,0.0000
179,海南省,2015-10-01,25,132.7225,6,32.1821,26,121.5136,10,46.5877,0,0.0000,2,10.0904,0,0.0000,0,0.0000
180,海南省,2015-11-01,49,89.1428,11,59.2958,56,193.7693,19,29.9087,0,0.0000,2,23.8657,0,0.0000,0,0.0000
181,海南省,2015-12-01,30,106.3038,14,45.0929,39,132.2524,19,160.7908,1,6.6668,3,75.0954,1,0.2301,2,0.7938
182,海南省,2016-01-01,12,62.7300,4,25.5800,13,29.7200,8,18.1000,1,6.6700,1,0.5100,0,0.0000,0,0.0000
183,海南省,2016-02-01,8,11.1800,1,17.6200,9,24.9400,6,36.5900,1,21.0000,2,41.1900,0,0.0000,0,0.0000
184,海南省,2016-03-01,10,15.1400,2,2.1300,30,127.1300,22,46.9700,2,4.0100,16,315.3900,1,13.1300,1,15.0500
185,海南省,2016-04-01,5,19.8200,4,9.5900,11,12.7900,17,63.0200,1,2.1900,5,264.4200,0,0.0000,0,0.0000
186,海南省,2016-05-01,13,12.7900,4,8.2100,9,26.3500,7,13.3700,0,0.0000,50,355.7800,0,0.0000,0,0.0000
187,海南省,2016-06-01,6,20.0700,4,43.5900,5,5.0700,20,42.5700,2,4.8200,4,493.2000,0,0.0000,0,0.0000
188,海南省,2016-07-01,14,15.4200,5,16.1700,27,44.8300,17,22.2900,0,0.0000,5,467.0600,0,0.0000,0,0.0000
189,海南省,2016-08-01,14,26.0800,3,18.0400,62,70.7300,15,117.9800,1,0.6600,3,6.0000,5,281.2300,0,0.0000
190,海南省,2016-09-01,17,66.4600,8,7.6500,6,15.1500,20,60.6300,3,7.7800,8,232.9000,0,0.0000,0,0.0000
191,海南省,2016-10-01,7,24.4100,8,49.0400,32,69.7900,13,18.0900,1,2.6900,12,863.8500,1,1.0000,0,0.0000
192,海南省,2016-11-01,17,54.8400,11,37.1600,25,126.4400,43,161.3900,2,7.2900,137,1275.1100,2,407.7700,0,0.0000
193,海南省,2016-12-01,18,94.7500,2,13.0400,16,43.6600,9,14.1900,2,6.8100,6,111.8200,2,31.6200,0,0.0000
194,河北省,2015-01-01,137,123.9568,224,894.3016,176,461.7963,53,83.6685,0,0.0000,8,164.8833,0,0.0000,0,0.0000
195,河北省,2015-02-01,116,259.0309,230,792.1378,161,287.9464,36,58.6645,1,0.3077,14,130.3000,0,0.0000,0,0.0000
196,河北省,2015-03-01,106,135.6231,268,615.4443,145,266.6083,66,114.2312,3,0.9732,13,433.0103,1,2.9554,0,0.0000
197,河北省,2015-04-01,127,143.7609,248,661.8380,213,487.0971,72,130.0385,1,0.1333,38,112.0298,1,3.5329,0,0.0000
198,河北省,2015-05-01,137,128.0084,388,1074.9533,227,501.7218,51,137.9858,4,7.8410,11,442.0782,0,0.0000,0,0.0000
199,河北省,2015-06-01,157,171.0879,333,673.5133,201,362.0295,74,131.1589,5,18.7986,30,1633.6681,0,0.0000,0,0.0000
200,河北省,2015-07-01,131,271.6427,288,744.1220,260,648.4948,74,209.2434,8,15.9837,37,1250.1681,0,0.0000,0,0.0000
201,河北省,2015-08-01,118,153.6547,177,431.8067,190,411.2503,76,189.5775,3,48.7977,19,533.6032,0,0.0000,2,30.4431
202,河北省,2015-09-01,123,143.2501,267,780.0394,246,587.6959,74,133.5422,3,12.3099,9,153.8782,2,7.4197,0,0.0000
203,河北省,2015-10-01,103,102.5397,202,558.0697,185,486.8230,111,195.2704,0,0.0000,27,188.2243,0,0.0000,0,0.0000
204,河北省,2015-11-01,144,231.6798,295,1256.0258,275,607.6658,113,333.7186,4,16.2607,25,709.7642,0,0.0000,0,0.0000
205,河北省,2015-12-01,125,202.1855,260,690.4642,239,512.3729,125,202.6726,2,4.1296,116,947.5063,1,643.0815,0,0.0000
206,河北省,2016-01-01,83,68.5400,164,380.4300,159,254.7600,60,315.1300,4,1.7100,34,204.9700,1,1.3700,0,0.0000
207,河北省,2016-02-01,67,108.3400,161,456.0900,186,463.5600,45,94.8800,1,0.1700,21,329.0700,0,0.0000,8,20.1900
208,河北省,2016-03-01,128,114.6400,226,1543.5100,167,334.1900,87,1413.7900,1,2.3000,45,351.1700,0,0.0000,0,0.0000
209,河北省,2016-04-01,101,149.3300,235,520.3800,141,256.7900,82,185.0700,1,1.7100,85,295.6500,1,5.7300,1,0.0000
210,河北省,2016-05-01,156,171.9200,200,987.9200,175,385.4400,85,248.6400,4,6.0900,55,646.2100,0,0.0000,3,0.1400
211,河北省,2016-06-01,123,132.8500,217,761.8800,196,454.1100,59,174.2100,1,2.0000,38,1265.3000,0,0.0000,0,0.0000
212,河北省,2016-07-01,113,160.2100,292,1093.9100,199,401.1300,93,220.6100,6,27.0800,81,184.6500,1,13.7400,1,0.0500
213,河北省,2016-08-01,140,140.6200,163,521.8000,202,402.8500,87,269.5400,1,0.4400,22,120.3700,0,0.0000,0,0.0000
214,河北省,2016-09-01,112,185.4300,201,562.9400,207,431.7100,88,318.6100,1,1.4300,34,756.1400,0,0.0000,0,0.0000
215,河北省,2016-10-01,97,111.1700,255,656.2100,154,286.5600,62,183.4500,3,7.7800,34,308.7900,0,0.0000,0,0.0000
216,河北省,2016-11-01,240,406.1100,472,1306.4400,325,833.3600,217,674.0900,3,4.0400,33,115.2800,2,8.3800,10,29.5100
217,河北省,2016-12-01,106,103.9800,312,980.4900,262,541.9100,237,4099.5000,2,1.4700,92,675.8600,1,1.0900,23,41.5200
218,河南省,2015-01-01,118,214.0710,173,595.1238,226,549.1134,102,4003.4781,1,1.0059,107,247.2289,0,0.0000,5,37.7380
219,河南省,2015-02-01,69,198.3332,600,714.9678,214,508.0241,66,165.7679,0,0.0000,35,66.8359,0,0.0000,11,42.4326
220,河南省,2015-03-01,71,190.1209,149,472.5184,172,443.4390,87,177.4839,0,0.0000,117,378.7498,0,0.0000,0,0.0000
221,河南省,2015-04-01,79,198.4097,175,544.5251,215,458.3776,74,202.4564,1,1.2236,81,373.6363,1,0.8105,0,0.0000
222,河南省,2015-05-01,88,160.7211,128,634.2999,178,520.8447,85,467.1679,1,0.6158,152,252.7860,0,0.0000,0,0.0000
223,河南省,2015-06-01,122,232.0545,192,734.8224,221,593.7170,106,310.2396,1,0.6674,48,307.3930,0,0.0000,1,0.0735
224,河南省,2015-07-01,113,198.0734,212,928.6470,166,484.0156,138,245.6684,2,11.3072,158,410.6845,1,0.3009,34,155.0472
225,河南省,2015-08-01,100,176.5302,172,747.5217,179,391.2796,148,230.6825,1,4.1922,206,1472.0071,35,153.5106,5,26.3535
226,河南省,2015-09-01,108,205.8597,231,1151.7452,228,584.4350,127,618.4774,3,13.2984,75,517.6637,3,0.8576,0,0.0000
227,河南省,2015-10-01,116,254.2902,234,788.3076,210,515.3996,63,357.8788,5,9.5341,27,562.3770,0,0.0000,0,0.0000
228,河南省,2015-11-01,166,409.4135,245,1051.0372,318,846.9554,276,996.8394,2,7.1233,303,1283.1707,0,0.0000,33,662.5151
229,河南省,2015-12-01,216,454.7956,194,821.7370,317,921.0075,407,2363.2280,3,3.6675,382,1034.1482,17,42.5378,79,759.7022
230,河南省,2016-01-01,85,183.1500,145,464.8400,192,473.5800,75,212.5400,1,0.9800,193,262.5900,0,0.0000,0,0.0000
231,河南省,2016-02-01,129,276.8600,135,496.3000,238,696.3000,43,146.8700,0,0.0000,38,85.2300,0,0.0000,0,0.0000
232,河南省,2016-03-01,38,58.8400,104,497.9600,95,297.8800,69,221.4800,0,0.0000,56,532.7100,0,0.0000,0,0.0000
233,河南省,2016-04-01,70,121.2100,112,490.4700,119,258.9300,83,184.4400,0,0.0000,215,705.9000,0,0.0000,0,0.0000
234,河南省,2016-05-01,44,57.2000,175,733.8300,164,474.9400,79,230.2700,3,11.2800,145,198.7600,0,0.0000,0,0.0000
235,河南省,2016-06-01,77,199.5300,169,732.5800,157,453.7700,96,216.1500,2,21.3800,134,193.9000,1,1.0700,0,0.0000
236,河南省,2016-07-01,116,273.4700,194,733.5100,160,479.8100,120,439.5700,3,24.0600,110,232.2900,1,4.6700,0,0.0000
237,河南省,2016-08-01,117,212.0500,180,694.7300,195,490.7600,87,264.7800,3,5.0700,73,242.6100,1,1.4500,0,0.0000
238,河南省,2016-09-01,85,177.5300,152,517.5700,129,321.1900,63,233.1700,1,11.7000,20,46.6600,0,0.0000,0,0.0000
239,河南省,2016-10-01,79,246.4200,202,830.8700,170,401.4500,108,438.1400,1,3.5000,57,203.1600,0,0.0000,0,0.0000
240,河南省,2016-11-01,127,222.4700,177,818.4700,314,900.1400,173,1352.2300,3,1.4300,106,627.1600,0,0.0000,0,0.0000
241,河南省,2016-12-01,90,234.8500,169,671.7400,293,1030.6100,215,380.9700,2,27.6000,441,866.8000,3,210.1700,3,115.0300
242,黑龙江省,2015-02-01,63,101.2564,87,270.8612,58,156.8561,16,38.4858,3,14.6837,12,724.2215,0,0.0000,0,0.0000
243,黑龙江省,2015-03-01,135,79.4036,59,288.9137,65,164.2124,56,69.4880,2,1.8831,9,13.2202,1,0.6556,0,0.0000
244,黑龙江省,2015-04-01,66,44.1400,78,262.0401,90,205.4001,94,119.8050,2,0.5204,34,335.9868,0,0.0000,0,0.0000
245,黑龙江省,2015-05-01,92,159.3289,74,565.6529,102,257.4590,58,75.9622,1,0.1602,44,195.0695,2,35.5086,0,0.0000
246,黑龙江省,2015-06-01,73,76.1737,89,306.4081,102,205.5274,94,333.6359,2,4.9981,20,115.2039,1,317.1393,0,0.0000
247,黑龙江省,2015-07-01,106,91.9712,74,256.6173,118,175.2650,69,381.2351,1,1.9300,13,564.8133,6,143.4119,0,0.0000
248,黑龙江省,2015-08-01,101,62.6447,83,447.4113,110,279.5237,99,136.6578,2,2.8507,25,434.1395,1,0.0464,0,0.0000
249,黑龙江省,2015-09-01,97,67.6538,92,363.6293,87,149.1230,89,110.6676,4,11.3012,20,1485.9547,0,0.0000,0,0.0000
250,黑龙江省,2015-10-01,79,132.7744,69,393.1659,78,249.1019,49,82.5744,7,8.2844,12,485.6271,7,100.4548,0,0.0000
251,黑龙江省,2015-11-01,57,40.4860,76,273.3153,71,171.7440,132,214.7173,1,0.3907,59,141.4084,8,80.0771,0,0.0000
252,黑龙江省,2015-12-01,74,164.7005,108,378.8858,73,117.0817,532,310.5618,5,17.0765,27,127.0682,14,3.6802,0,0.0000
253,黑龙江省,2016-01-01,52,35.7300,38,116.8300,346,220.6300,50,107.4500,3,5.1100,13,298.2400,1,214.6300,0,0.0000
254,黑龙江省,2016-02-01,48,28.1500,31,102.4500,34,83.7300,36,47.3100,1,1.9300,12,67.0900,0,0.0000,0,0.0000
255,黑龙江省,2016-03-01,96,50.0800,78,307.9000,74,271.2400,74,201.2700,5,13.8000,58,341.8600,2,56.8300,2,40.4700
256,黑龙江省,2016-04-01,54,54.3300,56,293.5400,89,199.3500,240,189.6300,3,3.7300,5,16.8800,1,5.3200,0,0.0000
257,黑龙江省,2016-05-01,79,87.4500,70,250.2600,68,140.0900,102,118.9100,8,23.8700,15,419.7300,1,0.2400,0,0.0000
258,黑龙江省,2016-06-01,58,96.6300,49,336.4600,84,206.9900,62,5007.3000,5,2.8300,17,272.8700,1,17.4700,0,0.0000
259,黑龙江省,2016-07-01,66,72.1800,66,317.0200,72,167.6900,106,123.3900,6,6.4000,18,385.8100,0,0.0000,0,0.0000
260,黑龙江省,2016-08-01,119,103.4700,78,406.1700,104,214.2700,80,1849.0900,9,27.6700,14,44.8400,1,14.2400,0,0.0000
261,黑龙江省,2016-09-01,85,52.2200,59,228.0100,50,103.2000,204,2643.7100,2,9.3200,14,34.2600,0,0.0000,0,0.0000
262,黑龙江省,2016-10-01,43,21.9100,61,3683.2200,68,212.6800,154,114.8900,1,0.6400,18,66.0200,1,7.9800,0,0.0000
263,黑龙江省,2016-11-01,105,68.4700,41,190.4600,68,147.4200,61,57.4600,1,0.1600,8,585.5600,66,31.3100,0,0.0000
264,黑龙江省,2016-12-01,62,34.1700,47,208.7800,77,186.9600,70,165.3100,6,27.9900,40,360.9800,8,904.7100,0,0.0000
265,湖北省,2015-01-01,119,192.0839,172,570.6643,500,816.7078,69,77.8858,3,2.1636,55,1240.2053,6,10.0944,0,0.0000
266,湖北省,2015-02-01,89,148.0425,195,657.4040,211,279.1944,33,72.2400,1,1.5074,30,365.1955,8,23.3298,0,0.0000
267,湖北省,2015-03-01,66,128.4931,225,787.9431,379,205.8196,51,150.4944,2,18.0715,37,240.4557,0,0.0000,0,0.0000
268,湖北省,2015-04-01,102,211.6828,222,807.4829,370,450.9507,73,227.4796,2,5.6323,26,84.7905,3,1.7561,0,0.0000
269,湖北省,2015-05-01,71,189.0728,186,760.8468,261,337.5731,44,102.7073,1,0.2538,59,399.6100,1,7.3000,0,0.0000
270,湖北省,2015-06-01,120,304.0171,374,1109.5098,405,480.5715,59,122.7658,2,12.9638,76,334.1845,0,0.0000,0,0.0000
271,湖北省,2015-07-01,175,390.5363,260,848.7197,318,553.8198,111,301.9361,4,4.1556,68,652.8983,3,15.6526,0,0.0000
272,湖北省,2015-08-01,70,228.8099,202,581.4254,432,643.8804,59,140.2384,3,40.6788,48,529.8998,0,0.0000,0,0.0000
273,湖北省,2015-09-01,87,130.0996,190,623.2396,390,666.7392,63,118.4313,3,2.4363,101,785.7206,4,11.0566,0,0.0000
274,湖北省,2015-10-01,81,196.2191,139,479.8119,322,509.5950,65,121.8258,2,8.1718,38,772.7850,3,8.5570,0,0.0000
275,湖北省,2015-11-01,152,504.2101,271,957.1078,550,1080.4871,177,630.2199,5,9.3083,203,2028.3253,0,0.0000,0,0.0000
276,湖北省,2015-12-01,170,434.3202,371,1287.4057,575,1309.2375,194,536.3528,12,65.0798,114,1056.0520,1,0.2511,0,0.0000
277,湖北省,2016-01-01,66,140.1100,173,642.1700,410,237.0300,61,130.4000,3,7.6400,33,304.0800,3,0.3500,0,0.0000
278,湖北省,2016-02-01,51,67.1200,139,605.9600,140,118.4700,33,103.4000,2,0.8000,21,62.4000,0,0.0000,0,0.0000
279,湖北省,2016-03-01,131,91.2100,219,760.9200,250,282.6200,123,128.1100,6,23.8900,23,89.8200,1,0.6800,0,0.0000
280,湖北省,2016-04-01,140,277.1800,230,713.9600,342,414.8400,95,158.2300,4,4.5200,101,220.1500,4,16.3700,0,0.0000
281,湖北省,2016-05-01,123,129.5500,224,687.7900,433,463.9200,79,227.1400,1,2.6000,65,145.1800,0,0.0000,0,0.0000
282,湖北省,2016-06-01,82,138.4200,200,626.5800,286,501.8900,88,213.0100,2,14.4700,47,475.8100,0,0.0000,0,0.0000
283,湖北省,2016-07-01,75,92.7800,209,570.9200,392,412.4600,83,217.1400,1,0.3300,86,425.9800,0,0.0000,0,0.0000
284,湖北省,2016-08-01,151,135.6600,189,532.9000,414,409.8200,64,164.8800,0,0.0000,165,332.4600,1,3.1600,0,0.0000
285,湖北省,2016-09-01,95,148.6100,159,496.3600,327,275.3300,64,172.1700,2,3.5500,28,174.8800,1,0.9200,0,0.0000
286,湖北省,2016-10-01,81,217.9900,138,359.0600,322,343.6600,71,218.4600,2,4.9500,62,321.1900,0,0.0000,0,0.0000
287,湖北省,2016-11-01,143,342.8900,250,1455.5500,377,435.4600,131,481.2200,10,21.6000,118,1135.5900,1,31.6900,0,0.0000
288,湖北省,2016-12-01,134,308.0400,160,641.7800,602,717.3600,138,493.5100,7,19.1600,111,1872.8700,1,0.0600,0,0.0000
289,湖南省,2015-01-01,177,186.2554,88,340.6592,750,365.8130,198,249.3165,3,21.2463,24,200.2087,1,2.5935,0,0.0000
290,湖南省,2015-02-01,77,102.1230,64,211.9066,384,278.7464,62,1918.1634,1,0.2197,10,28.0615,1,12.7241,0,0.0000
291,湖南省,2015-03-01,46,61.1199,65,277.1339,318,157.9285,75,205.6059,0,0.0000,29,275.8153,5,6.8053,0,0.0000
292,湖南省,2015-04-01,132,134.9248,79,262.4070,528,288.4661,74,94.1729,3,22.5078,33,125.7768,0,0.0000,0,0.0000
293,湖南省,2015-05-01,110,88.4240,133,414.8593,511,306.0269,131,179.9920,2,9.5943,58,278.0747,0,0.0000,0,0.0000
294,湖南省,2015-06-01,257,212.3929,120,445.5511,498,351.2137,84,214.0127,0,0.0000,25,312.6040,0,0.0000,0,0.0000
295,湖南省,2015-07-01,256,196.8067,105,297.1381,467,332.7715,102,360.5151,3,3.0650,86,658.3046,3,27.1846,0,0.0000
296,湖南省,2015-08-01,346,288.4528,99,251.3207,493,582.3484,100,419.6799,1,10.5458,68,1086.7733,1,13.0221,0,0.0000
297,湖南省,2015-09-01,266,397.2361,126,445.3751,648,498.8225,99,295.0244,2,16.5406,72,436.9869,0,0.0000,0,0.0000
298,湖南省,2015-10-01,215,166.0555,77,271.4517,566,405.2186,120,235.2689,2,8.8045,91,734.8083,0,0.0000,0,0.0000
299,湖南省,2015-11-01,207,340.3860,163,716.9146,885,1410.3785,289,1796.8567,1,20.4445,281,2119.9570,37,629.0986,0,0.0000
300,湖南省,2015-12-01,175,205.3076,126,486.3480,907,1192.4261,243,1249.6823,3,23.4005,140,991.2330,6,739.8836,0,0.0000
301,湖南省,2016-01-01,201,137.8300,54,190.8700,504,199.4400,75,3687.1200,2,13.3400,24,391.7900,1,21.3200,0,0.0000
302,湖南省,2016-02-01,103,109.9500,62,258.6500,271,238.2900,39,81.9600,1,0.6700,11,29.1300,0,0.0000,0,0.0000
303,湖南省,2016-03-01,138,129.1300,61,223.2900,362,269.6700,92,116.0400,2,7.2300,10,21.0800,1,0.3300,0,0.0000
304,湖南省,2016-04-01,130,231.1500,95,422.7500,326,187.5500,67,168.9200,0,0.0000,16,79.2100,0,0.0000,0,0.0000
