OBJECTID,BSM,YSDM,TBYBH,TBBH,DLBM,DLMC,QSXZ,QSDWDM,QSDWMC,ZLDWDM,ZLDWMC,TBMJ,KCDLBM,KCXS,KCMJ,TBDLMJ,GDLX,XZDWKD,TBXHDM,TBXHMC,ZZSXDM,ZZSXMC,GDDB,CZCSXM,SJNF,MSSM,GDPDJB,FRDBS,HDMC,BZ,Shape_Leng,Shape_Area,centroid_x,centroid_y,area
1,360726211000047923,2001010100,,1,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,3233.97,,0.0,0.0,3233.97,,0.0,,,,,0,,2019,0,,0,,,230.935859096,3235.65939577,38645343.66373388,2775174.122876953,3235.6593957657224
2,360726211000047924,2001010100,,2,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,21515.65,,0.0,0.0,21515.65,,0.0,,,,,0,,2019,0,,0,,,912.370857506,21526.8278425,38645066.22369043,2775104.2993737464,21526.827842541454
3,360726211000047925,2001010100,,3,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,3128.13,,0.0,0.0,3128.13,,0.0,,,,,0,,2019,0,,0,,,307.162047758,3129.75900675,38645287.91485452,2775212.2466428312,3129.759006752538
4,360726211000047926,2001010100,,4,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,1838.19,,0.0,0.0,1838.19,,0.0,,,,,0,,2019,0,,0,,,178.455976898,1839.14624791,38645276.19817704,2775261.714856962,1839.146247911292
5,360726211000047927,2001010100,,5,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,5464.4,,0.0,0.0,5464.4,,0.0,,,,,0,,2019,0,,0,,,298.15183301,5467.42846015,38649693.8907769,2775252.5570989237,5467.4284601524205
6,360726211000047928,2001010100,,6,0201,果园,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,7938.88,,0.0,0.0,7938.88,,0.0,,,,,0,,2019,0,,0,,,460.567505222,7943.07050529,38646241.90206959,2775263.868329798,7943.070505289341
7,360726211000047929,2001010100,,7,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,4166.85,,0.0,0.0,4166.85,,0.0,,,,,0,,2019,0,,0,,,273.773880063,4169.07547624,38647149.4221069,2775303.0086661098,4169.075476238762
8,360726211000047930,2001010100,,1,1107,沟渠,10,3607261002100000000,欣山镇金石村,3607261002100000000,欣山镇金石村,655.93,,0.0,0.0,655.93,,4.0,,,,,0,,2019,0,,0,,,335.906700926,656.252354153,38641471.359090574,2780037.2780895354,656.2523541530946
9,360726211000047931,2001010100,,1,0201,果园,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,11282.59,,0.0,0.0,11282.59,,0.0,,,,,0,,2019,0,,0,,,578.709405914,11288.6203806,38647147.82589484,2779993.424248625,11288.620380587638
10,360726211000047932,2001010100,,2,0301,乔木林地,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,4240.11,,0.0,0.0,4240.11,,0.0,,,,,0,,2019,0,,0,,,283.733441113,4242.29500005,38644510.93995325,2780064.4900963483,4242.29500004742
11,360726211000047934,2001010100,,3,0301,乔木林地,30,3607261002100000000,欣山镇金石村,3607261002100000000,欣山镇金石村,4969.6,,0.0,0.0,4969.6,,0.0,,,,,0,,2019,0,,0,,,325.881901512,4972.1062303,38642757.10416303,2780075.6339474157,4972.106230298103
12,360726211000047935,2001010100,,4,05H1,商业服务业设施用地,30,3607261002100000000,欣山镇金石村,3607261002100000000,欣山镇金石村,4189.88,,0.0,0.0,4189.88,,0.0,,,,,0,203.0,2019,0,,0,,,336.089237126,4191.98804417,38642619.30734283,2780048.5673988718,4191.98804417376
13,360726211000047936,2001010100,,3,1107,沟渠,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,4667.24,,0.0,0.0,4667.24,,5.09999990463,,,,,0,,2019,0,,0,,,1752.50273828,4669.65843634,38644758.86633814,2779984.3159792228,4669.658436343702
14,360726211000047937,2001010100,,1,0201,果园,30,3607261002070000000,欣山镇石湾村,3607261002070000000,欣山镇石湾村,67826.33,,0.0,0.0,67826.33,,0.0,,,,,0,,2019,0,,0,,,1672.47632632,67860.0196449,38641830.80362166,2777102.2181830686,67860.01964494876
15,360726211000047938,2001010100,,1,0201,果园,30,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,13705.08,,0.0,0.0,13705.08,,0.0,,,,,0,,2019,0,,0,,,857.108471095,13711.8314638,38641231.38247052,2777303.8708609575,13711.83146375339
16,360726211000047939,2001010100,,2,0201,果园,30,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,3411.6,,0.0,0.0,3411.6,,0.0,,,,,0,,2019,0,,0,,,370.871819264,3413.28849968,38641605.193289496,2777345.1026734402,3413.288499677351
17,360726211000047940,2001010100,,3,0301,乔木林地,30,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,7553.17,,0.0,0.0,7553.17,,0.0,,,,,0,,2019,0,,0,,,581.170024487,7556.89865952,38641409.156111255,2777358.620934648,7556.898659519374
18,360726211000047941,2001010100,,4,0101,水田,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,4919.96,1203.0,0.1004,493.96,4426.0,TT,0.0,,,LS,种植粮食作物,0,,2019,0,3.0,0,,,808.366681324,4922.479957,38643981.17401432,2777274.824682984,4922.479956995674
19,360726211000047942,2001010100,,5,0201,果园,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,32348.29,,0.0,0.0,32348.29,,0.0,,,,,0,,2019,0,,0,,,1012.78075881,32365.0825551,38644998.83442294,2777190.591605699,32365.08255507924
20,360726211000047943,2001010100,,4,0301,乔木林地,30,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,727.47,,0.0,0.0,727.47,,0.0,,,,,0,,2019,0,,0,,,208.664463464,727.827340271,38640461.209255435,2777375.275471071,727.8273402712787
21,360726211000047944,2001010100,,6,0101,水田,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,5949.22,1203.0,0.0582,346.24,5602.98,TT,0.0,,,LS,种植粮食作物,0,,2019,0,2.0,0,,,471.858422434,5952.26800154,38643907.948889636,2777631.2115503894,5952.268001538713
22,360726211000047945,2001010100,,7,0201,果园,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,9953.23,,0.0,0.0,9953.23,,0.0,,,,,0,,2019,0,,0,,,499.60563424,9958.29358288,38643537.88524443,2777668.6336574913,9958.293582875549
23,360726211000047946,2001010100,,8,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,6781.26,,0.0,0.0,6781.26,,0.0,,,,,0,,2019,0,,0,,,347.926761889,6784.91904131,38647748.583207265,2777683.364861041,6784.919041307714
24,360726211000047947,2001010100,,5,0301,乔木林地,30,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,6818.23,,0.0,0.0,6818.23,,0.0,,,,,0,,2019,0,,0,,,602.051838983,6821.5314697,38639924.732593015,2777669.430151486,6821.531469697157
25,360726211000047948,2001010100,,8,0302,竹林地,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,2500.27,,0.0,0.0,2500.27,,0.0,,,,,0,,2019,0,,0,,,284.205075679,2501.54768486,38643721.43558421,2777725.4652711074,2501.547684859063
26,360726211000047949,2001010100,,6,1006,农村道路,30,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,13815.66,,0.0,0.0,13815.66,,4.0,,,,,0,,2019,0,,0,,,4649.04388063,13822.3587896,38640126.752165616,2777483.410458388,13822.358789553116
27,360726211000047950,2001010100,,9,0301,乔木林地,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,28010.07,,0.0,0.0,28010.07,,0.0,,,,,0,,2019,0,,0,,,1347.4759942,28024.4599841,38644262.15589601,2778944.477554526,28024.459984057397
28,360726211000047951,2001010100,,2,1006,农村道路,30,3607261002070000000,欣山镇石湾村,3607261002070000000,欣山镇石湾村,5815.07,,0.0,0.0,5815.07,,2.90000009537,,,,,0,,2019,0,,0,,,3874.8135266,5817.97822062,38642403.45443015,2778426.63232647,5817.978220624199
29,360726211000047952,2001010100,,10,0101,水田,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,10143.12,1203.0,0.1004,1018.37,9124.75,TT,0.0,,,LS,种植粮食作物,0,,2019,0,3.0,0,,,736.492371984,10148.3354943,38644354.56324656,2779043.1597890626,10148.335494273508
30,360726211000047953,2001010100,,11,1107,沟渠,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,1328.18,,0.0,0.0,1328.18,,4.09999990463,,,,,0,,2019,0,,0,,,674.76080556,1328.8655305,38644383.382453576,2779044.49311902,1328.8655305013795
31,360726211000047954,2001010100,,12,0101,水田,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,12909.13,1203.0,0.2105,2717.37,10191.76,TT,0.0,,,LS,种植粮食作物,0,,2019,0,5.0,0,,,1154.88949141,12915.7845912,38644512.58710386,2779146.3461212893,12915.784591197722
32,360726211000047955,2001010100,,13,0307,其他林地,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,3058.15,,0.0,0.0,3058.15,,0.0,,,,,0,,2019,0,,0,,,306.933960019,3059.73194193,38644872.03253372,2779115.3775301254,3059.731941934549
33,360726211000047956,2001010100,,7,0508,物流仓储用地,30,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,6203.42,,0.0,0.0,6203.42,,0.0,,,,,0,202.0,2019,0,,0,,,334.583542125,6206.44073233,38640452.479913674,2779120.147487997,6206.440732326077
34,360726211000047957,2001010100,,1,1107,沟渠,30,3607261002120000000,欣山镇碛角村,3607261002120000000,欣山镇碛角村,838.79,,0.0,0.0,838.79,,7.09999990463,,,,,0,,2019,0,,0,,,283.028274997,839.187646704,38638762.76212659,2779312.1584352106,839.1876467039257
35,360726211000047958,2001010100,,3,0307,其他林地,30,3607261002070000000,欣山镇石湾村,3607261002070000000,欣山镇石湾村,3248.13,,0.0,0.0,3248.13,,0.0,,,GCHF,工程恢复,0,,2019,0,,0,,,252.345578123,3249.75315081,38642060.28839696,2779326.9144284166,3249.753150806545
37,360726211000047960,2001010100,,2,09,特殊用地,30,3607261002120000000,欣山镇碛角村,3607261002120000000,欣山镇碛角村,1043.77,,0.0,0.0,1043.77,,0.0,,,,,0,205.0,2019,0,,0,,,136.546891833,1044.26013739,38638545.34202586,2779366.595626675,1044.2601373928296
38,360726211000047961,2001010100,,8,1104,坑塘水面,10,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,1194.3,,0.0,0.0,1194.3,,0.0,,,JKHF,即可恢复,0,202.0,2019,0,,0,,,133.713231984,1194.87976609,38640264.09228563,2779363.5554582626,1194.8797660864873
39,360726211000047962,2001010100,,1,0601,工业用地,20,3607261002250000000,欣山镇城南社区,3607261002250000000,欣山镇城南社区,2695.23,,0.0,0.0,2695.23,,0.0,,,,,0,202.0,2019,0,,0,,,220.557151426,2696.54193822,38640426.98811143,2779350.1714663897,2696.541938215239
40,360726211000047963,2001010100,,3,0103,旱地,10,3607261002120000000,欣山镇碛角村,3607261002120000000,欣山镇碛角村,1160.88,1203.0,0.0974,113.07,1047.81,PD,0.0,,,FLS,种植非粮食作,0,,2019,0,3.0,0,,,195.308251701,1161.43087898,38638836.64599335,2779372.5056501254,1161.4308789759245
41,360726211000047964,2001010100,,4,1107,沟渠,30,3607261002120000000,欣山镇碛角村,3607261002120000000,欣山镇碛角村,2773.93,,0.0,0.0,2773.93,,7.5,,,,,0,,2019,0,,0,,,634.612977833,2775.24922228,38638768.58922981,2779479.0967225833,2775.2492222758424
42,360726211000047965,2001010100,,9,0101,水田,10,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,3807.49,1203.0,0.1004,382.27,3425.22,TT,0.0,,,LYFL,粮与非粮轮作,0,202.0,2019,0,3.0,0,,,327.387822125,3809.339417,38640303.548131466,2779478.1460541394,3809.3394169964295
43,360726211000047966,2001010100,,4,0302,竹林地,30,3607261002070000000,欣山镇石湾村,3607261002070000000,欣山镇石湾村,2570.67,,0.0,0.0,2570.67,,0.0,,,,,0,,2019,0,,0,,,288.664181553,2571.95172608,38642040.337378435,2779459.1240515052,2571.9517260756725
44,360726211000047967,2001010100,,5,0101,水田,30,3607261002070000000,欣山镇石湾村,3607261002070000000,欣山镇石湾村,2370.56,1203.0,0.0582,137.97,2232.59,TT,0.0,,,LS,种植粮食作物,0,,2019,0,2.0,0,,,240.891522593,2371.73852549,38641897.89850674,2779487.2510203817,2371.7385254892833
45,360726211000047968,2001010100,,10,08H2,科教文卫用地,20,3607261002010000000,欣山镇修田村,3607261002010000000,欣山镇修田村,61006.38,,0.0,0.0,61006.38,,0.0,,,,,0,202.0,2019,0,,0,,,1221.64998473,61035.9042023,38639991.92397955,2779404.6151227294,61035.904202280755
46,360726211000047970,2001010100,,6,1107,沟渠,30,3607261002070000000,欣山镇石湾村,3607261002070000000,欣山镇石湾村,5022.95,,0.0,0.0,5022.95,,4.0,,,,,0,,2019,0,,0,,,1473.53288134,5025.44767999,38642030.08768925,2779282.7037791815,5025.4476799929325
48,360726211000047998,2001010100,,10,0101,水田,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,4111.17,1203.0,0.1004,412.76,3698.41,TT,0.0,,,LYFL,粮与非粮轮作,0,,2019,0,3.0,0,,,269.104935414,4113.4375143,38649336.64342888,2774770.593183278,4113.437514300938
49,360726211000047999,2001010100,,11,0201,果园,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,947.23,,0.0,0.0,947.23,,0.0,,,,,0,,2019,0,,0,,,139.03467869,947.748897185,38649246.64458537,2775055.5010852185,947.7488971853385
50,360726211000048000,2001010100,,15,0302,竹林地,30,3607261002260000000,欣山镇孔田国有林场,3607261002090000000,欣山镇富田村,9771.12,,0.0,0.0,9771.12,,0.0,,,,,0,,2019,0,,1,,,460.510563738,9776.11498701,38643901.189996034,2775198.856145131,9776.114987011779
51,360726211000048001,2001010100,,12,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,34901.23,,0.0,0.0,34901.23,,0.0,,,,,0,,2019,0,,0,,,1307.81092183,34919.4391556,38645352.288073376,2775063.430107269,34919.43915563042
52,360726211000048002,2001010100,,13,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,44328.16,,0.0,0.0,44328.16,,0.0,,,,,0,,2019,0,,0,,,986.943941053,44353.1145548,38650993.64919974,2775270.0662431587,44353.11455475575
53,360726211000048003,2001010100,,14,0301,乔木林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,2671.13,,0.0,0.0,2671.13,,0.0,,,,,0,,2019,0,,0,,,258.607689396,2672.5487151,38646555.16578388,2775502.135179389,2672.5487150962567
54,360726211000048059,2001010100,,15,0201,果园,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,535.19,,0.0,0.0,535.19,,0.0,,,,,0,,2019,0,,0,,,91.581886324,535.473223343,38646178.81195025,2774830.3661302454,535.473223343251
55,360726211000048060,2001010100,,16,0101,水田,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,3252.26,1203.0,0.1192,387.67,2864.59,TT,0.0,,,WG,未耕种,0,,2019,0,4.0,0,,,305.911288347,3253.98755185,38646523.38001755,2774791.306390003,3253.987551845771
56,360726211000048061,2001010100,,17,0302,竹林地,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,9723.52,,0.0,0.0,9723.52,,0.0,,,,,0,,2019,0,,0,,,365.069543176,9728.97803431,38650737.82466732,2774810.132596195,9728.978034306303
57,360726211000048062,2001010100,,18,0201,果园,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,908.44,,0.0,0.0,908.44,,0.0,,,,,0,,2019,0,,0,,,126.56129459,908.919254727,38646137.958884574,2774843.752089152,908.919254727076
58,360726211000048063,2001010100,,19,0101,水田,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,13334.93,1203.0,0.1004,1338.83,11996.1,TT,0.0,,,LYFL,粮与非粮轮作,0,,2019,0,3.0,0,,,628.37520003,13342.297282,38649579.76760403,2774811.461385887,13342.297282037789
59,360726211000048064,2001010100,,20,1006,农村道路,30,3607261002110000000,欣山镇大坝村,3607261002110000000,欣山镇大坝村,347.83,,0.0,0.0,347.83,,3.29999995232,,,,,0,,2019,0,,0,,,178.861072451,348.015907964,38646566.52152854,2775527.847532395,348.0159079642304
60,360726211000048065,2001010100,,16,1101,河流水面,10,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,15183.45,,0.0,0.0,15183.45,,0.0,,,,,0,,2019,0,,0,,,2779.79819213,15191.1707424,38643575.696031876,2778457.215012388,15191.170742381497
61,360726211000048066,2001010100,,5,0101,水田,30,3607261002120000000,欣山镇碛角村,3607261002120000000,欣山镇碛角村,2071.29,1203.0,0.1192,246.9,1824.39,TT,0.0,,,LYFL,粮与非粮轮作,0,,2019,0,4.0,0,,,275.388563685,2072.27323686,38638606.44365957,2778812.3616171526,2072.2732368597
62,360726211000048067,2001010100,,17,0301,乔木林地,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,8165.12,,0.0,0.0,8165.12,,0.0,,,,,0,,2019,0,,0,,,442.239533116,8169.25202915,38643138.544768624,2778825.502573546,8169.252029149967
63,360726211000048068,2001010100,,18,0307,其他林地,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,2756.19,,0.0,0.0,2756.19,,0.0,,,,,0,,2019,0,,0,,,329.832529476,2757.58943714,38643506.56483311,2778903.9891433367,2757.5894371428662
64,360726211000048069,2001010100,,19,0301,乔木林地,30,3607261002090000000,欣山镇富田村,3607261002090000000,欣山镇富田村,2880.23,,0.0,0.0,2880.23,,0.0,,,,,0,,2019,0,,0,,,249.305646975,2881.70862015,38643957.76989103,2778900.9184940457,2881.7086201549214
